date,value,ws,wd
2018-01-01 00:00:00,262.32,0.0,0.0
2018-01-01 01:00:00,217.72,0.0,0.0
2018-01-01 02:00:00,209.62,0.0,0.0
2018-01-01 03:00:00,155.41,0.0,0.0
2018-01-01 04:00:00,167.47,0.0,0.0
2018-01-01 05:00:00,217.15,0.86,260.0
2018-01-01 06:00:00,274.86,0.86,260.0
2018-01-01 07:00:00,306.13,0.0,0.0
2018-01-01 08:00:00,252.82,0.0,0.0
2018-01-01 09:00:00,145.62,0.0,0.0
2018-01-01 10:00:00,141.74,0.0,0.0
2018-01-01 11:00:00,118.28,0.0,0.0
2018-01-01 12:00:00,284.93,0.0,0.0
2018-01-01 13:00:00,376.72,1.68,281.0
2018-01-01 14:00:00,363.38,2.87,284.0
2018-01-01 15:00:00,317.02,4.09,297.0
2018-01-01 16:00:00,312.46,4.59,300.0
2018-01-01 17:00:00,327.14,2.88,300.0
2018-01-01 18:00:00,435.52,2.62,329.0
2018-01-01 19:00:00,283.81,3.36,350.0
2018-01-01 20:00:00,171.25,2.84,341.0
2018-01-01 21:00:00,172.87,1.2,330.0
2018-01-01 22:00:00,172.75,0.0,0.0
2018-01-01 23:00:00,203.63,1.2,260.0
2018-01-02 00:00:00,238.83,2.7,283.0
2018-01-02 01:00:00,232.09,4.02,300.0
2018-01-02 02:00:00,198.45,4.61,302.0
2018-01-02 03:00:00,184.21,4.58,296.0
2018-01-02 04:00:00,186.8,4.67,285.0
2018-01-02 05:00:00,203.29,3.74,284.0
2018-01-02 06:00:00,205.31,3.03,301.0
2018-01-02 07:00:00,199.04,3.96,298.0
2018-01-02 08:00:00,260.76,3.63,289.0
2018-01-02 09:00:00,218.55,2.92,278.0
2018-01-02 10:00:00,179.93,4.02,270.0
2018-01-02 11:00:00,158.99,3.12,262.0
2018-01-02 12:00:00,202.1,3.68,263.0
2018-01-02 13:00:00,184.44,4.44,281.0
2018-01-02 14:00:00,206.54,2.87,304.0
2018-01-02 15:00:00,307.77,2.98,262.0
2018-01-02 16:00:00,325.19,5.08,257.0
2018-01-02 17:00:00,273.695,3.73,266.0
2018-01-03 09:00:00,167.65,4.91,276.0
2018-01-03 18:00:00,223.96,4.35,258.0
2018-01-03 19:00:00,145.96,3.89,247.0
2018-01-03 20:00:00,117.64,3.12,228.0
2018-01-03 21:00:00,71.34,3.39,260.0
2018-01-03 22:00:00,75.04,3.97,289.0
2018-01-03 23:00:00,87.14,1.68,300.0
2018-01-04 00:00:00,83.34,0.0,0.0
2018-01-04 01:00:00,85.72,0.0,0.0
2018-01-04 02:00:00,81.87,0.0,0.0
2018-01-04 03:00:00,73.98,0.0,0.0
2018-01-04 04:00:00,90.11,1.68,260.0
2018-01-04 05:00:00,125.55,3.07,264.0
2018-01-04 06:00:00,158.49,3.73,263.0
2018-01-04 07:00:00,257.15,4.69,260.0
2018-01-04 08:00:00,227.69,3.19,262.0
2018-01-04 09:00:00,181.8,3.12,248.0
2018-01-04 10:00:00,223.12,4.01,244.0
2018-01-04 11:00:00,355.03,2.55,226.0
2018-01-04 12:00:00,267.51,1.95,251.0
2018-01-04 13:00:00,236.84,3.8,267.0
2018-01-04 14:00:00,235.65,3.23,241.0
2018-01-04 15:00:00,217.02,2.41,109.0
2018-01-04 16:00:00,275.44,6.9,84.0
2018-01-04 17:00:00,282.45,6.15,78.0
2018-01-04 18:00:00,315.58,5.36,97.0
2018-01-04 19:00:00,229.08,6.38,110.0
2018-01-04 20:00:00,171.54,5.23,114.0
2018-01-04 21:00:00,161.41,4.69,120.0
2018-01-04 23:00:00,182.33,4.99,64.0
2018-01-05 00:00:00,152.11,5.21,81.0
2018-01-05 01:00:00,160.94,5.08,93.0
2018-01-05 02:00:00,143.84,5.4,124.0
2018-01-05 03:00:00,147.46,7.15,126.0
2018-01-05 04:00:00,148.96,6.34,124.0
2018-01-05 05:00:00,193.22,3.98,122.0
2018-01-05 06:00:00,194.7,3.91,127.0
2018-01-05 07:00:00,172.26,4.67,135.0
2018-01-05 08:00:00,119.18,4.01,134.0
2018-01-05 09:00:00,77.63,3.8,117.0
2018-01-05 10:00:00,88.98,4.01,96.0
2018-01-05 11:00:00,278.56,3.92,94.0
2018-01-05 12:00:00,212.71,4.12,124.0
2018-01-05 13:00:00,193.63,4.67,155.0
2018-01-05 14:00:00,215.5,3.65,145.0
2018-01-05 15:00:00,207.61,4.42,127.0
2018-01-05 16:00:00,233.87,5.99,108.0
2018-01-05 17:00:00,277.51,5.17,83.0
2018-01-05 18:00:00,272.49,5.17,83.0
2018-01-05 19:00:00,261.07,4.87,103.0
2018-01-05 21:00:00,110.33,3.41,135.0
2018-01-05 22:00:00,183.6,3.15,110.0
2018-01-05 23:00:00,191.64,2.53,94.0
2018-01-06 00:00:00,177.44,2.24,141.0
2018-01-06 01:00:00,192.3,1.68,161.0
2018-01-06 02:00:00,207.53,0.0,0.0
2018-01-06 03:00:00,147.0,0.0,0.0
2018-01-06 04:00:00,146.27,0.0,0.0
2018-01-06 05:00:00,146.64,0.0,0.0
2018-01-06 06:00:00,183.97,1.68,281.0
2018-01-06 07:00:00,194.52,3.3,270.0
2018-01-06 08:00:00,251.63,2.53,256.0
2018-01-06 09:00:00,264.0,2.46,270.0
2018-01-06 10:00:00,198.36,3.15,260.0
2018-01-06 11:00:00,146.17,3.49,257.0
2018-01-06 12:00:00,100.57,4.22,260.0
2018-01-06 13:00:00,105.26,5.49,274.0
2018-01-06 14:00:00,156.9,6.55,288.0
2018-01-06 15:00:00,191.47,6.41,299.0
2018-01-06 16:00:00,250.93,6.38,311.0
2018-01-06 17:00:00,346.95,5.06,301.0
2018-01-06 18:00:00,286.84,3.9,294.0
2018-01-06 19:00:00,210.23,1.68,300.0
2018-01-06 20:00:00,270.35,0.86,281.0
2018-01-06 21:00:00,174.17,2.53,274.0
2018-01-06 22:00:00,133.34,1.68,270.0
2018-01-06 23:00:00,222.02,1.61,236.0
2018-01-07 00:00:00,207.1,3.14,253.0
2018-01-07 01:00:00,227.87,3.36,270.0
2018-01-07 02:00:00,183.32,3.65,265.0
2018-01-07 03:00:00,140.76,3.65,261.0
2018-01-07 04:00:00,76.0,3.35,255.0
2018-01-07 05:00:00,97.79,3.36,251.0
2018-01-07 06:00:00,113.17,4.02,251.0
2018-01-07 07:00:00,95.33,4.67,245.0
2018-01-07 08:00:00,43.95,4.65,240.0
2018-01-07 09:00:00,35.8,5.69,252.0
2018-01-07 10:00:00,48.33,7.49,260.0
2018-01-07 11:00:00,47.77,8.58,265.0
2018-01-07 12:00:00,53.5,9.15,275.0
2018-01-07 13:00:00,63.65,10.94,286.0
2018-01-07 14:00:00,130.3,11.22,292.0
2018-01-07 15:00:00,260.04,10.47,287.0
2018-01-07 16:00:00,262.29,11.39,281.0
2018-01-07 17:00:00,209.47,9.06,285.0
2018-01-07 18:00:00,158.13,7.13,274.0
2018-01-07 19:00:00,146.89,6.91,256.0
2018-01-07 20:00:00,188.71,4.89,256.0
2018-01-07 21:00:00,180.76,5.47,268.0
2018-01-07 22:00:00,189.96,6.38,270.0
2018-01-07 23:00:00,186.64,3.68,263.0
2018-01-08 00:00:00,164.81,2.5,253.0
2018-01-08 01:00:00,160.82,3.35,255.0
2018-01-08 02:00:00,114.2,3.36,251.0
2018-01-08 03:00:00,116.08,3.3,240.0
2018-01-08 04:00:00,173.71,4.02,230.0
2018-01-08 05:00:00,177.37,3.19,232.0
2018-01-08 06:00:00,135.28,2.53,247.0
2018-01-08 07:00:00,93.71,3.34,245.0
2018-01-08 08:00:00,32.09,3.05,247.0
2018-01-08 09:00:00,31.99,3.71,246.0
2018-01-08 10:00:00,55.88,4.67,245.0
2018-01-08 11:00:00,45.85,5.73,262.0
2018-01-08 12:00:00,52.03,6.83,280.0
2018-01-08 13:00:00,69.18,6.38,290.0
2018-01-08 14:00:00,108.54,6.88,285.0
2018-01-08 15:00:00,254.44,8.01,281.0
2018-01-08 16:00:00,261.73,8.01,275.0
2018-01-08 17:00:00,214.87,6.03,273.0
2018-01-08 18:00:00,261.31,3.65,271.0
2018-01-08 20:00:00,274.13,0.0,0.0
2018-01-08 21:00:00,355.8,0.0,0.0
2018-01-08 22:00:00,283.27,0.0,0.0
2018-01-08 23:00:00,228.83,0.0,0.0
2018-01-09 00:00:00,191.7,0.0,0.0
2018-01-09 01:00:00,201.37,0.0,0.0
2018-01-09 02:00:00,152.61,0.0,0.0
2018-01-09 03:00:00,144.22,0.0,0.0
2018-01-09 04:00:00,217.53,0.0,0.0
2018-01-09 05:00:00,204.03,0.55,270.0
2018-01-09 06:00:00,143.0,0.55,270.0
2018-01-09 07:00:00,94.05,0.0,0.0
2018-01-09 08:00:00,63.82,0.82,251.0
2018-01-09 09:00:00,69.25,3.69,266.0
2018-01-09 10:00:00,72.91,5.25,270.0
2018-01-09 11:00:00,110.22,7.38,276.0
2018-01-09 12:00:00,117.3,9.65,280.0
2018-01-09 13:00:00,130.64,9.05,290.0
2018-01-09 14:00:00,181.42,9.43,295.0
2018-01-09 15:00:00,218.71,9.88,279.0
2018-01-09 16:00:00,195.16,10.25,275.0
2018-01-09 17:00:00,145.57,7.65,275.0
2018-01-09 18:00:00,210.59,5.49,261.0
2018-01-09 19:00:00,152.42,5.18,251.0
2018-01-09 20:00:00,257.0,3.12,248.0
2018-01-09 21:00:00,247.92,2.4,243.0
2018-01-09 22:00:00,278.35,1.68,230.0
2018-01-09 23:00:00,202.44,0.0,0.0
2018-01-10 00:00:00,162.01,1.68,240.0
2018-01-10 01:00:00,165.08,3.36,240.0
2018-01-10 02:00:00,122.43,2.53,244.0
2018-01-10 03:00:00,116.85,2.53,256.0
2018-01-10 04:00:00,130.28,4.02,260.0
2018-01-10 05:00:00,132.67,4.67,255.0
2018-01-10 06:00:00,134.96,5.25,251.0
2018-01-10 07:00:00,94.76,5.23,246.0
2018-01-10 08:00:00,63.54,5.79,246.0
2018-01-10 09:00:00,72.3,7.94,262.0
2018-01-10 10:00:00,59.43,9.7,276.0
2018-01-10 11:00:00,60.52,10.81,278.0
2018-01-10 12:00:00,76.59,12.6,278.0
2018-01-10 13:00:00,96.57,13.88,281.0
2018-01-10 14:00:00,198.29,14.11,285.0
2018-01-10 15:00:00,241.98,14.11,285.0
2018-01-10 16:00:00,232.72,13.32,281.0
2018-01-10 17:00:00,215.29,9.26,277.0
2018-01-10 18:00:00,200.31,6.38,270.0
2018-01-10 19:00:00,206.43,6.9,265.0
2018-01-10 20:00:00,197.71,5.79,264.0
2018-01-10 21:00:00,167.59,4.24,261.0
2018-01-10 23:00:00,137.1,2.18,265.0
2018-01-11 00:00:00,116.25,2.6,258.0
2018-01-11 01:00:00,160.27,2.69,246.0
2018-01-11 02:00:00,134.64,2.5,257.0
2018-01-11 03:00:00,105.68,3.4,264.0
2018-01-11 04:00:00,132.75,3.9,255.0
2018-01-11 05:00:00,126.04,4.63,262.0
2018-01-11 06:00:00,110.18,4.63,262.0
2018-01-11 07:00:00,72.35,3.52,255.0
2018-01-11 08:00:00,54.84,4.47,266.0
2018-01-11 09:00:00,67.26,5.97,265.0
2018-01-11 10:00:00,66.69,6.15,265.0
2018-01-11 11:00:00,47.6,7.68,270.0
2018-01-11 12:00:00,44.62,8.39,275.0
2018-01-11 13:00:00,82.08,7.66,281.0
2018-01-11 14:00:00,110.68,10.74,286.0
2018-01-11 15:00:00,109.58,10.0,287.0
2018-01-11 16:00:00,122.68,6.18,281.0
2018-01-11 17:00:00,182.43,5.97,275.0
2018-01-11 18:00:00,177.88,5.25,270.0
2018-01-11 19:00:00,167.78,3.9,266.0
2018-01-11 20:00:00,165.7,3.21,265.0
2018-01-11 21:00:00,175.01,2.77,266.0
2018-01-11 22:00:00,146.22,2.25,255.0
2018-01-11 23:00:00,97.5,1.13,251.0
2018-01-12 00:00:00,111.97,1.13,240.0
2018-01-12 01:00:00,140.23,1.13,240.0
2018-01-12 02:00:00,102.16,1.12,251.0
2018-01-12 03:00:00,99.13,2.25,251.0
2018-01-12 04:00:00,112.23,2.23,260.0
2018-01-12 05:00:00,101.84,2.25,270.0
2018-01-12 06:00:00,113.65,2.22,260.0
2018-01-12 07:00:00,103.48,2.26,251.0
2018-01-12 08:00:00,95.07,2.37,261.0
2018-01-12 09:00:00,70.26,3.5,251.0
2018-01-12 10:00:00,78.81,4.59,250.0
2018-01-12 11:00:00,40.98,6.33,266.0
2018-01-12 12:00:00,76.15,6.35,270.0
2018-01-12 13:00:00,93.67,5.34,281.0
2018-01-12 14:00:00,97.48,7.01,278.0
2018-01-12 16:00:00,266.08,5.77,276.0
2018-01-12 17:00:00,239.85,3.43,270.0
2018-01-12 18:00:00,228.88,2.3,270.0
2018-01-12 19:00:00,236.79,2.7,270.0
2018-01-12 21:00:00,228.24,0.0,0.0
2018-01-12 22:00:00,190.29,0.0,0.0
2018-01-12 23:00:00,187.81,0.0,0.0
2018-01-13 00:00:00,193.03,0.0,0.0
2018-01-13 01:00:00,246.23,0.0,0.0
2018-01-13 02:00:00,249.54,0.0,0.0
2018-01-13 03:00:00,224.27,0.0,0.0
2018-01-13 04:00:00,160.74,0.0,0.0
2018-01-13 05:00:00,177.95,0.0,0.0
2018-01-13 06:00:00,133.5,0.0,0.0
2018-01-13 07:00:00,71.32,0.0,0.0
2018-01-13 08:00:00,77.3,0.0,0.0
2018-01-13 09:00:00,76.69,1.58,260.0
2018-01-13 10:00:00,105.31,2.7,256.0
2018-01-13 11:00:00,67.99,3.83,264.0
2018-01-13 12:00:00,57.66,5.57,280.0
2018-01-13 13:00:00,76.22,5.59,295.0
2018-01-13 14:00:00,92.85,6.7,296.0
2018-01-13 15:00:00,148.01,7.09,291.0
2018-01-13 16:00:00,212.05,6.52,295.0
2018-01-13 17:00:00,279.26,4.57,297.0
2018-01-13 18:00:00,253.97,2.12,270.0
2018-01-13 19:00:00,252.08,1.86,258.0
2018-01-13 20:00:00,337.24,0.75,270.0
2018-01-13 21:00:00,302.95,0.0,0.0
2018-01-13 22:00:00,257.05,0.0,0.0
2018-01-13 23:00:00,139.06,0.0,0.0
2018-01-14 00:00:00,79.39,0.0,0.0
2018-01-14 01:00:00,116.22,0.0,0.0
2018-01-14 02:00:00,104.19,0.0,0.0
2018-01-14 03:00:00,109.48,0.0,0.0
2018-01-14 04:00:00,142.98,0.0,0.0
2018-01-14 05:00:00,111.24,0.0,0.0
2018-01-14 06:00:00,83.59,1.13,260.0
2018-01-14 07:00:00,80.68,2.18,245.0
2018-01-14 09:00:00,59.58,1.96,260.0
2018-01-14 10:00:00,50.71,4.28,255.0
2018-01-14 11:00:00,49.07,5.0,261.0
2018-01-14 12:00:00,53.62,5.45,270.0
2018-01-14 13:00:00,82.04,5.41,270.0
2018-01-14 14:00:00,92.39,7.16,270.0
2018-01-14 15:00:00,130.69,7.8,279.0
2018-01-14 17:00:00,245.58,5.25,269.0
2018-01-14 19:00:00,259.65,2.18,255.0
2018-01-14 20:00:00,230.05,1.13,240.0
2018-01-14 21:00:00,181.46,0.0,0.0
2018-01-14 23:00:00,306.98,0.0,0.0
2018-01-15 00:00:00,175.58,0.0,0.0
2018-01-15 01:00:00,114.07,0.0,0.0
2018-01-15 02:00:00,140.66,0.0,0.0
2018-01-15 03:00:00,156.67,0.0,0.0
2018-01-15 04:00:00,160.28,0.0,0.0
2018-01-15 05:00:00,122.2,0.0,0.0
2018-01-15 06:00:00,74.53,0.0,0.0
2018-01-15 08:00:00,5.62,3.49,259.0
2018-01-15 09:00:00,20.72,3.53,264.0
2018-01-15 10:00:00,36.78,5.98,260.0
2018-01-15 11:00:00,35.89,7.46,264.0
2018-01-15 12:00:00,99.91,7.05,286.0
2018-01-15 13:00:00,128.22,8.09,294.0
2018-01-15 14:00:00,133.92,8.5,280.0
2018-01-15 15:00:00,107.56,7.66,289.0
2018-01-15 16:00:00,105.25,6.69,297.0
2018-01-15 17:00:00,162.39,5.41,284.0
2018-01-15 18:00:00,179.42,4.66,285.0
2018-01-15 19:00:00,108.26,4.66,281.0
2018-01-15 20:00:00,91.03,3.9,276.0
2018-01-15 21:00:00,87.02,3.54,270.0
2018-01-15 22:00:00,71.47,4.85,264.0
2018-01-15 23:00:00,85.28,5.23,264.0
2018-01-16 00:00:00,119.61,4.65,275.0
2018-01-16 01:00:00,89.27,4.95,269.0
2018-01-16 02:00:00,63.33,6.15,265.0
2018-01-16 03:00:00,56.76,6.17,270.0
2018-01-16 04:00:00,73.11,6.15,264.0
2018-01-16 05:00:00,102.75,6.36,255.0
2018-01-16 06:00:00,109.22,5.23,255.0
2018-01-16 07:00:00,73.18,4.64,265.0
2018-01-16 08:00:00,52.94,5.24,270.0
2018-01-16 09:00:00,60.47,5.62,270.0
2018-01-16 10:00:00,61.71,5.79,270.0
2018-01-16 11:00:00,52.79,7.04,270.0
2018-01-16 12:00:00,61.58,7.01,265.0
2018-01-16 13:00:00,69.98,7.56,272.0
2018-01-16 14:00:00,116.01,6.56,293.0
2018-01-16 15:00:00,129.47,4.21,310.0
2018-01-16 16:00:00,168.27,3.91,300.0
2018-01-16 17:00:00,273.13,2.61,292.0
2018-01-16 18:00:00,227.08,0.73,270.0
2018-01-16 19:00:00,206.92,0.0,0.0
2018-01-16 20:00:00,143.13,0.0,0.0
2018-01-16 21:00:00,208.01,0.0,0.0
2018-01-16 22:00:00,206.77,0.0,0.0
2018-01-16 23:00:00,161.81,0.0,0.0
2018-01-17 00:00:00,251.89,0.0,0.0
2018-01-17 01:00:00,221.51,1.13,80.0
2018-01-17 02:00:00,202.54,2.69,86.0
2018-01-17 03:00:00,181.24,3.14,95.0
2018-01-17 04:00:00,198.52,3.15,101.0
2018-01-17 05:00:00,178.74,1.58,101.0
2018-01-17 06:00:00,208.95,1.96,120.0
2018-01-17 07:00:00,156.16,3.91,120.0
2018-01-17 08:00:00,132.81,4.71,102.0
2018-01-17 09:00:00,137.67,5.53,99.0
2018-01-17 10:00:00,114.2,5.39,115.0
2018-01-17 11:00:00,83.44,4.98,129.0
2018-01-17 12:00:00,139.04,5.43,140.0
2018-01-17 13:00:00,160.9,5.79,140.0
2018-01-17 14:00:00,209.14,5.89,125.0
2018-01-17 15:00:00,224.48,5.98,121.0
2018-01-17 16:00:00,231.21,5.39,125.0
2018-01-17 17:00:00,213.12,2.71,120.0
2018-01-17 18:00:00,236.92,2.33,101.0
2018-01-17 19:00:00,255.87,4.65,105.0
2018-01-17 20:00:00,283.08,2.33,110.0
2018-01-17 21:00:00,276.97,1.96,101.0
2018-01-17 22:00:00,249.16,3.78,86.0
2018-01-17 23:00:00,246.35,1.96,71.0
2018-01-18 00:00:00,231.22,1.13,101.0
2018-01-18 01:00:00,242.43,2.25,95.0
2018-01-18 02:00:00,231.76,1.13,90.0
2018-01-18 04:00:00,267.89,0.75,110.0
2018-01-18 05:00:00,229.84,0.75,110.0
2018-01-18 06:00:00,120.61,0.0,0.0
2018-01-18 07:00:00,86.57,0.0,0.0
2018-01-18 08:00:00,95.33,0.0,0.0
2018-01-18 09:00:00,91.87,0.0,0.0
2018-01-18 10:00:00,108.39,2.34,200.0
2018-01-18 11:00:00,104.57,3.49,207.0
2018-01-18 12:00:00,144.49,5.01,251.0
2018-01-18 13:00:00,150.23,6.82,268.0
2018-01-18 14:00:00,171.09,5.72,284.0
2018-01-18 15:00:00,235.0,6.26,295.0
2018-01-18 16:00:00,267.81,6.38,300.0
2018-01-18 18:00:00,375.96,3.61,286.0
2018-01-18 19:00:00,324.36,4.01,266.0
2018-01-18 20:00:00,318.34,1.68,260.0
2018-01-18 21:00:00,267.99,0.0,0.0
2018-01-18 22:00:00,295.24,0.0,0.0
2018-01-18 23:00:00,248.5,0.0,0.0
2018-01-19 00:00:00,282.01,0.0,0.0
2018-01-19 01:00:00,359.17,0.0,0.0
2018-01-19 03:00:00,261.3,0.0,0.0
2018-01-19 04:00:00,199.83,0.0,0.0
2018-01-19 05:00:00,200.34,0.0,0.0
2018-01-19 06:00:00,190.4,0.0,0.0
2018-01-19 07:00:00,140.35000000000002,2.34,270.0
2018-01-19 09:00:00,152.91,1.58,260.0
2018-01-19 10:00:00,143.17,3.04,245.0
2018-01-19 11:00:00,117.15,4.78,258.0
2018-01-19 12:00:00,103.17,5.77,274.0
2018-01-19 13:00:00,101.9,4.59,290.0
2018-01-19 15:00:00,324.07,6.5,285.0
2018-01-19 16:00:00,337.07,6.55,300.0
2018-01-19 17:00:00,308.75,4.1,292.0
2018-01-19 18:00:00,264.35,2.79,264.0
2018-01-19 19:00:00,182.26,2.77,252.0
2018-01-19 21:00:00,285.91,1.58,260.0
2018-01-19 22:00:00,260.14,2.7,260.0
2018-01-19 23:00:00,187.45,2.8,266.0
2018-01-20 00:00:00,236.9,3.62,264.0
2018-01-20 01:00:00,226.72,3.05,252.0
2018-01-20 02:00:00,171.21,2.72,258.0
2018-01-20 03:00:00,151.49,3.21,261.0
2018-01-20 04:00:00,155.37,3.52,255.0
2018-01-20 05:00:00,120.34,3.62,264.0
2018-01-20 06:00:00,66.82,4.01,264.0
2018-01-20 07:00:00,51.35,3.91,256.0
2018-01-20 08:00:00,26.54,3.25,251.0
2018-01-20 09:00:00,40.2,5.13,257.0
2018-01-20 11:00:00,42.55,6.9,265.0
2018-01-20 12:00:00,51.58,5.8,270.0
2018-01-20 13:00:00,69.9,8.48,292.0
2018-01-20 14:00:00,83.82,9.5,301.0
2018-01-20 15:00:00,141.67,7.36,295.0
2018-01-20 16:00:00,157.3,8.12,290.0
2018-01-20 17:00:00,176.9,5.35,284.0
2018-01-20 18:00:00,183.92,3.15,265.0
2018-01-20 19:00:00,162.32,2.7,260.0
2018-01-20 20:00:00,223.77,1.13,260.0
2018-01-20 21:00:00,181.55,0.0,0.0
2018-01-20 22:00:00,153.25,0.0,0.0
2018-01-20 23:00:00,161.97,0.0,0.0
2018-01-21 00:00:00,155.09,0.0,0.0
2018-01-21 01:00:00,165.52,0.0,0.0
2018-01-21 02:00:00,160.98,0.0,0.0
2018-01-21 03:00:00,146.35,0.0,0.0
2018-01-21 04:00:00,159.58,0.0,0.0
2018-01-21 05:00:00,149.84,0.0,0.0
2018-01-21 06:00:00,95.62,0.0,0.0
2018-01-21 07:00:00,61.88,0.0,0.0
2018-01-21 08:00:00,46.94,0.0,0.0
2018-01-21 09:00:00,36.36,2.34,230.0
2018-01-21 10:00:00,46.19,3.69,246.0
2018-01-21 11:00:00,34.86,1.58,270.0
2018-01-21 12:00:00,37.5,1.96,300.0
2018-01-21 13:00:00,53.84,4.51,283.0
2018-01-21 14:00:00,81.62,3.83,270.0
2018-01-21 15:00:00,113.91,3.83,300.0
2018-01-21 16:00:00,139.46,4.23,297.0
2018-01-21 17:00:00,187.71,2.76,275.0
2018-01-21 18:00:00,198.15,2.77,281.0
2018-01-21 19:00:00,161.39,1.58,281.0
2018-01-21 20:00:00,156.5,0.0,0.0
2018-01-21 21:00:00,163.87,0.75,71.0
2018-01-21 22:00:00,143.7,1.88,76.0
2018-01-21 23:00:00,113.74,1.13,80.0
2018-01-22 00:00:00,191.78,0.0,0.0
2018-01-22 01:00:00,272.65,0.0,0.0
2018-01-22 02:00:00,243.37,0.0,0.0
2018-01-22 03:00:00,264.56,0.0,0.0
2018-01-22 04:00:00,178.12,0.0,0.0
2018-01-22 05:00:00,78.07,0.0,0.0
2018-01-22 06:00:00,91.5,0.0,0.0
2018-01-22 07:00:00,86.96,0.0,0.0
2018-01-22 08:00:00,89.06,0.0,0.0
2018-01-22 09:00:00,71.54,1.58,120.0
2018-01-22 10:00:00,106.38,3.89,114.0
2018-01-22 11:00:00,118.77,3.82,145.0
2018-01-22 12:00:00,133.31,4.51,165.0
2018-01-22 13:00:00,138.41,4.66,150.0
2018-01-22 14:00:00,187.95,4.3,138.0
2018-01-22 15:00:00,172.44,3.84,142.0
2018-01-22 16:00:00,183.99,4.14,144.0
2018-01-22 17:00:00,171.17,2.33,131.0
2018-01-22 18:00:00,151.8,1.96,140.0
2018-01-22 19:00:00,140.69,3.91,140.0
2018-01-22 20:00:00,134.75,1.96,140.0
2018-01-22 21:00:00,139.43,1.96,140.0
2018-01-22 22:00:00,156.81,3.86,130.0
2018-01-22 23:00:00,162.7,1.96,120.0
2018-01-23 00:00:00,146.35,1.58,110.0
2018-01-23 01:00:00,134.55,3.14,115.0
2018-01-23 02:00:00,130.11,3.14,115.0
2018-01-23 04:00:00,147.71,4.64,95.0
2018-01-23 05:00:00,126.99,5.23,105.0
2018-01-23 06:00:00,112.735,5.22,114.0
2018-01-27 08:00:00,201.35,3.79,278.0
2018-01-27 09:00:00,224.2,4.53,305.0
2018-01-27 10:00:00,133.3,3.79,308.0
2018-01-27 11:00:00,80.0,2.43,303.0
2018-01-27 12:00:00,95.45,3.24,307.0
2018-01-27 13:00:00,145.03,3.86,292.0
2018-01-27 14:00:00,131.87,4.13,307.0
2018-01-27 15:00:00,118.62,4.75,317.0
2018-01-27 16:00:00,154.09,3.47,301.0
2018-01-27 17:00:00,260.82,3.8,296.0
2018-01-27 18:00:00,246.18,3.81,300.0
2018-01-27 19:00:00,277.11,2.96,280.0
2018-01-27 20:00:00,308.77,1.58,260.0
2018-01-27 21:00:00,242.84,0.0,0.0
2018-01-27 22:00:00,140.48,0.0,0.0
2018-01-27 23:00:00,81.28,0.0,0.0
2018-01-28 00:00:00,78.68,0.0,0.0
2018-01-28 01:00:00,74.31,0.0,0.0
2018-01-28 02:00:00,57.59,0.0,0.0
2018-01-28 03:00:00,40.8,0.0,0.0
